SchoolName,Pincode,District
ST. MATHEWS EM SCHOOL (PVT),783350,Kokrajhar
SHANKARDEV SHISHU NIKETAN (PVT),783362,Kokrajhar
U.N. ACADEMY (PVT),783362,Kokrajhar
"U.N. ACADEMY (PVT), HASRAWBARI-PANOWARI",783360,Kokrajhar
J.N. ENGLISH SCHOOL (PVT),783361,Kokrajhar
"MAIGONG BATHOU FORAISHALI (PVT), MAINAOPUR",783350,Kokrajhar
"U.N. ACADEMY (PVT), MAKTAIGAON",783360,Kokrajhar
HOLY CHILD ENGLISH MEDIUM SCHOOL (PVT),783360,Kokrajhar
C.B.R. MEMORIAL JATIYA VIDYALAYA (PVT),783360,Kokrajhar
THE REALITY PUBLIC SCHOOL (PVT),783370,Kokrajhar
MANAS PUBLIC SCHOOL (PVT),783374,Kokrajhar
AUXILIUM ENGLISH MED SCHOOL (PVT),783374,Kokrajhar
"ARONAI COLLEGE (PVT), KOKRAJHAR",783374,Kokrajhar
GYANODAY JATIYO BIDYALAYA (PVT),783374,Kokrajhar
BRAHMA BABA TECHNO SCHOOL (PVT),783374,Kokrajhar
JWNGMA BODO FORAISHALI (PVT),783346,Kokrajhar
ST. JOHN BOSCO SCHOOL (PVT),783346,Kokrajhar
AAMA ENGLISH SCHOOL (PVT),783346,Kokrajhar
SANKAR DEV SISHU NIKETAN (PVT),783346,Kokrajhar
SANTIBHAWAN DONBOSCO SCH (PVT),783370,Kokrajhar
"JWNGKWL NIHWR ACADEMY, HALTUGAON (PVT)",783370,Kokrajhar
MAINAO SWRANG FARAISALI (PVT),783370,Kokrajhar
JWHWLAO DWIMALU ACADEMY (PVT),783373,Kokrajhar
BATHOU VIDYA NIKETAN (PVT),783346,Kokrajhar
"NOTRE DAME ACADEMY (PVT), SALAKATI",783369,Kokrajhar
MAIGONG BATHOU FORAISHALI (PVT),783370,Kokrajhar
GYANDEEP JATIYA VIDYALAYA (PVT),783376,Kokrajhar
GYANJYOTI JATIYA VIDYALAYA (PVT),783369,Kokrajhar
BESSIE MEMORIAL ENG. SCHOOL (PVT),783370,Kokrajhar
"BODOLAND ACADEMY (PVT), TINALI",783370,Kokrajhar
ALAYARAN ANATH ASHRAM LPS (PVT),783370,Kokrajhar
BHOTGAON JATIYA VIDYALAY (PVT),783370,Kokrajhar
"SAMANWAY VIDYAPITH (PVT), BHOTGAON",783370,Kokrajhar
BHOTGAON JR. COLLEGE (PVT),783370,Kokrajhar
S.A. MEMORIAL JR. COLLEGE (PVT),783370,Kokrajhar
SISTER MARGARET NOBEL SCHOOL (PVT),783370,Kokrajhar
B.P.C.M. BABYLAND ENG MED SCHOOL (PVT),783370,Kokrajhar
LITTLE FLOWER ENG MED SCHOOL (PVT),783370,Kokrajhar
SANGRILA ENGLISH SCHOOL (PVT),783370,Kokrajhar
M.C.M. WOODLAND HIGH SCHOOL (PVT),783370,Kokrajhar
SANKARDEV SHISHU VIDYA NIKETAN (PVT),783370,Kokrajhar
"DON BOSCO SCHOOL (PVT), KOKRAJHAR",783370,Kokrajhar
U.N. ACADEMY (PVT),783370,Kokrajhar
ST. ANNS JUNIOR COLLEGE (PVT),783370,Kokrajhar
SACRED HEART SCHOOL (PVT),783370,Kokrajhar
CHIKNAJHAR BATHOU ASHRAM LPS (PVT),783370,Kokrajhar
"CAPSTONE ENGLISH SCHOOL (PVT), JORDANPUR",783370,Kokrajhar
BEZALEL MISSION SCHOOL (PVT),783370,Kokrajhar
"LITTLE STAR ENGLISH ACADEMY, ALOMGANJ",783339,Kokrajhar
ATOMS SENIOR SECONDARY SCHOOL,781314,Kokrajhar
SMD ACADEMY,781314,Kokrajhar
SAI GURUKUL,783375,Kokrajhar
ST. FRANCIS CONVENT SCHOOL,783372,Kokrajhar
BBM ENGLISH SCHOOL,783380,Kokrajhar
ST MARYS HIGH SCHOOL,783373,Kokrajhar
CONCEPT PUBLIC SCHOOL,783372,Kokrajhar
MOZABARI GYAN JOYTI JATIYA BIDYALAYA,783373,Kokrajhar
J.S.BASUMATARY FORAISALI (PVT),783372,Kokrajhar
GURUKUL NATIONAL SCHOOL BASUGAON,783385,Kokrajhar
VIVEKANANDA BUDSLAND ACADEMY,783372,Kokrajhar
GYANPITH JATIYA VIDYALAYA (PVT),783372,Kokrajhar
