SchoolName,Pincode,District
JEWAN UPOHAR ENGLISH SCHOOL,785601,Golaghat
MARVEL MINDS ACADEMY SARUPATHAR,785601,Golaghat
KESHAB CHANDRA HAZARIKA MEMORIAL SCHOOL,785601,Golaghat
PINNACLE ENGLISH SCHOOL,785601,Golaghat
SANKARDEV SISHU NIKETAN SARUPATHAR,785601,Golaghat
B M S HS,785601,Golaghat
SWAHID KUSHAL KONWAR JATIYA,785601,Golaghat
MORNING STAR SCHOOL,785601,Golaghat
DON BOSCO HS,785601,Golaghat
DAYANANDA VIDYA NIKETAN,785601,Golaghat
LITTLE LEARNERS ACADEMY,785601,Golaghat
TENGANI ADARSHA JATIYA BIDYALAYA,785602,Golaghat
JATIYA VIDYALAYA BARPATHAR,785602,Golaghat
"SANKARDEV SISHU NIKETAN, URIAMGHAT",785601,Golaghat
GREEN VALLEY HIGH SCHOOL,785601,Golaghat
DIAMOND ENGLISH SCHOOL,785601,Golaghat
MOIN UDDIN MEMORIAL ACADEMY,785601,Golaghat
GYAN VIKASH JATIYA VIDYALAYA,785601,Golaghat
DAFFODIL ENGLISH HIGH SCHOOL,785601,Golaghat
RAJ MEMORIAL ENGLISH SCHOOL,785601,Golaghat
ASSAM RIFLES ENGLISH SCHOOL,785601,Golaghat
ASSAM RIFLES HIGH ENGLISH SCHOOL,785601,Golaghat
URIAMGHAT JATIYA VIDYALAYA,785601,Golaghat
LITTLE FLOWER SCHOOL,785601,Golaghat
DAFFODIL KIDS ENGLISH SCHOOL,785601,Golaghat
SHAIPATRI ENGLISH SCHOOL,785601,Golaghat
GYANPITH JATIYA VIDYALAYA,785601,Golaghat
BOLO SINGH MEMORIAL SCHOOL,785602,Golaghat
SANKARDEV SISHU NIKETAN PREMHORA,785601,Golaghat
OXFORD ENGLISH SCHOOL,785601,Golaghat
SANKARDEV SISHU NIKETAN NAOJAN,785601,Golaghat
DAFFODIL ENGLISH SCHOOL-PHOLBARI,785601,Golaghat
HAPPY CHILD ENGLISH SCHOOL,785601,Golaghat
PANJAN JATIYA BIDYALAY,785601,Golaghat
FUTURE STARS ENGLISH SCHOOL,785601,Golaghat
SANKARDEV ADARSHA BALYA BHAWAN,785602,Golaghat
MERIDIAN SCHOOL,785601,Golaghat
SUNRISE ENGLISH SCHOOL AJARGURI,785601,Golaghat
SIMANTAWARTI ADARSHA JATIYA BIDYALAY,785601,Golaghat
LITTLE FLOWER ENGLISH SCHOOL,785601,Golaghat
MADHYAMPUR JATIYA VIDYALAYA,785601,Golaghat
ST. SAVIO'S ENGLISH SCHOOL,785601,Golaghat
SUNRISE ENGLISH SCHOOL,785601,Golaghat
ST. JOHN VIANNEYS SCHOOL,785601,Golaghat
SRIMANTA SANKAR DEV VIDYALAYA,785602,Golaghat
NO 3 DALANIPATHAR ADARSHA JATIYA BIDYALAYA,785601,Golaghat
SHANKARDEV SHISHU NIKETON,785612,Golaghat
BOKAKHAT JATIYA BIDYALAYA,785612,Golaghat
KAZIRANGA MODERN HIGH SCHOOL,785612,Golaghat
ROSE ENGLISH HIGH SCHOOL,785612,Golaghat
SRIMANTA SANKARDEV VIDYALAYA,785612,Golaghat
SHANKARDEV SHISHU VIDYA NIKETAN,785612,Golaghat
"SANDIPONI SANKARDEV SISHU NIKETAN, KAMARGAON",785619,Golaghat
GYANUDAYA ADARSHA BIDYALAYA,785619,Golaghat
MOHURAMUKH JATIYA BIDYALAYA,785619,Golaghat
DHANSIRI VALLEY PUBLIC SCHOOL,785621,Golaghat
JATIYA BIDYAPITH,785612,Golaghat
KRISTO JYOTI SCHOOL,785612,Golaghat
DAINTY BUDS,785612,Golaghat
NEW HORIZON ACADEMY,785612,Golaghat
LUIT INTERNATIONAL ACADEMY,785612,Golaghat
DELHI PUBLIC SCHOOL,785699,Golaghat
SANKAR DEV SISHU NIKETAN,785609,Golaghat
RISING SUN ENGLISH SCHOOL,785609,Golaghat
ROSE ENGLISH SCHOOL,785619,Golaghat
DISOI VALLEY CSI MISSION SCHOOL,785619,Golaghat
GALAXY ACADEMY ENG. SCHOOL,782460,Golaghat
HOLISTIC ANGKOR ENGLISH SCHOOL,782480,Golaghat
Orient Flower Senior Secondary School,784176,Golaghat
THE EAST INDIAN SCHOOL,784176,Golaghat
