SchoolName,Pincode,District
JAGUN SHANKERDEV SISHU NIKETEN,786181,Tinsukia
JAGUN PUBLIC HIGHER SECONDARY SCHOOL,786181,Tinsukia
NAMPHAI JATIYA VIDYALAYA,786188,Tinsukia
JAGUN JATIYA BIDYALAYA,786188,Tinsukia
SHINING STARS SCHOOL,786171,Tinsukia
EMMANUEL ENGLISH SCHOOL,786181,Tinsukia
TRIPLE GEMS SCHOOL,786181,Tinsukia
HASAK JATIYA BIDYALAYA,786182,Tinsukia
LEDO SENIOR SECONDARY SCHOOL,786182,Tinsukia
GYANDEEP ENGLISH SCHOOL,786182,Tinsukia
V.K. ENGLISH SCHOOL,786182,Tinsukia
BERTHA ACADEMY,786181,Tinsukia
ASSAM JUNIOR COLLEGE,786181,Tinsukia
JATIYA VIDAYALAYA,786181,Tinsukia
ST. MARYS SCHOOL,786181,Tinsukia
LITTLE FLOWERS' SCHOOL,786182,Tinsukia
"GYANDEEP SCHOOL, UDAIPUR",786182,Tinsukia
EKALAVYA ENGLISH SCHOOL,786182,Tinsukia
UDAIPUR JATIYA H.S. SCHOOL,786182,Tinsukia
ST. PAUL'S SCHOOL,786182,Tinsukia
LEDO COLLIERY HINDI MES,786182,Tinsukia
BURHEDIHING ADARSHA PRATHAMIK VIDYALAYA,786174,Tinsukia
BURHEDIHING ADARSHA M.E. VIDYALAYA,786174,Tinsukia
NORTH-EAST TEA VALLEY ACADEMY,786174,Tinsukia
ULUP JATIYA VIDYALAYA,786181,Tinsukia
INTHEM JANAJATI HIGH SCHOOL,786181,Tinsukia
RAMDEO BISHNU SHIKSHA MANDIR HS,786171,Tinsukia
NEHRU CHILDREN SCHOOL,786171,Tinsukia
"DELHI PUBLIC SCHOOL, DIGBOI",786171,Tinsukia
PATKAI JUNIOR COLLEGE,786188,Tinsukia
PATKAI ACADEMY,786188,Tinsukia
ST. VINCENTS HIGH SCHOOL,786188,Tinsukia
ROSE BUDS SCHOOL,786188,Tinsukia
GYAN JYOTI ENGLISH SCHOOL,786188,Tinsukia
SHANKAR DEV SHISHU NIKETAN,786181,Tinsukia
MARGARET MEMORIAL SCHOOL,786181,Tinsukia
HILL VIEW ENGLISH HIGH SCHOOL,786182,Tinsukia
SISTER NIVEDITA ENGLISH SCHOOL,786182,Tinsukia
ST. XAVIER'S SCHOOL,786174,Tinsukia
GAYATRI ENGLISH ACADAMY,786174,Tinsukia
KIDZEE & SUNSHINE HIGH SCHOOL,786181,Tinsukia
MARGHERITA BALYA BHAWAN,786181,Tinsukia
ST. JAMES SCHOOL,786181,Tinsukia
MARGHERITA GIRL'S HIGH SCHOOL,786181,Tinsukia
"PARIJAT VIDYALAYA, MARGHERITA",786181,Tinsukia
MOTILAL PERIWAL JUNIOR COLLEGE,786181,Tinsukia
SHISHU BHAWAN SCHOOL,786181,Tinsukia
BLUE BIRD SCHOOL,786181,Tinsukia
MAA SARADA VIDYAMANDIR,786181,Tinsukia
VIVEKANANDA ACADEMY,786171,Tinsukia
"R.D. JUNIOR COLLEGE, DIGBOI",786171,Tinsukia
SHISHU NIKETON H.S. SCHOOL,786171,Tinsukia
CARMEL SCHOOL,786171,Tinsukia
R.D. ENGLISH ACADEMY,786171,Tinsukia
KUNDIL VALLEY SCHOOL,786155,Tinsukia
GHURMURA MILONJYOTI HIGH SCHOOL,786155,Tinsukia
HOLY CHILD ENGLISH SCHOOL,786155,Tinsukia
AMAN FOUNDATION ENGLISH MEDIUM SCHOOL,786155,Tinsukia
SUN RISE PUBLIC SCHOOL,786157,Tinsukia
SUNPURA ADARSHA SHISHU NIKETAN,786158,Tinsukia
GYANJYOTI ACADEMY,786157,Tinsukia
EVER GREEN ENGLISH SCHOOL,786157,Tinsukia
OUR ABC ACADEMY,786157,Tinsukia
ST THOMAS HIGH SCHOOL,786157,Tinsukia
VIVEKANANDA KENDRA VIDYALAYA,786157,Tinsukia
CHILDRENS PARADISE SCHOOL,786158,Tinsukia
