SchoolName,Pincode,District
SALEHA MEMORIAL COLLEGE,784115,Darrang
AQAMAT,784115,Darrang
BRIGHT LEARNING GOAL ACADEMY,784115,Darrang
AJMAL SENIOR SECONDARY SCHOOL,784115,Darrang
MARYAM AJMAL SENIOR SECONDARY SCHOOL,784115,Darrang
DALGAON ANCHALIK JATIYA BIDYALAYA,784116,Darrang
GENIUS GLOBAL ACADEMY,784116,Darrang
DALGAON JR. COLLEGE,784146,Darrang
DALGAON ADARSHA JATIYA BIDYALAYA,784116,Darrang
SANKARDEV SISHU VIDYA NIKETAN,784525,Darrang
PUB DALGAON JATIYA VIDYALAYA,784116,Darrang
SANKAR DEV JATIYA VIDYALAYA,784114,Darrang
SILBORI JR. COLLEGE,784114,Darrang
GYAN DEEP ACADEMY,784514,Darrang
ADARSHA JATIYA BIDYALAYA,784514,Darrang
BECHIMARI JATIYA VIDYALAYA,784514,Darrang
HOLY HEART ENGLISH SCHOOL,784514,Darrang
"SILBORI ADARSHA SISHU BIDYAPEETH, SILBORI",784114,Darrang
"GNYAN VIKASH ACADEMY, BECHIMARI",784114,Darrang
NO 2 MAZGAON JATIYA VIDYALAYA,784514,Darrang
CHUKABAHI JATIYA VIDYALAYA,784514,Darrang
DAIPAM JATIYA BIDYALAY,784514,Darrang
BATABARI JATIYA VIDYALAYA,784116,Darrang
SANSKRITI VIDYAPEETH,784116,Darrang
GYANUDAYA JATIYA VIDYALAYA,784116,Darrang
JANGALPARA JATIYA BIDYALAYA,784116,Darrang
GLACIER ACADEMY,784116,Darrang
ADARSHA JATIYA VIDYALAYA,784116,Darrang
SANKARDEV JATIYA BIDYALAYA,784514,Darrang
ANCHALIC JATIYA VIDYALAYA(BECHIMARI),784514,Darrang
KUARI PUKHURI JATIYA VIDYALA,784115,Darrang
NAVA JAGARAN JATIYA VIDYALAYA,784115,Darrang
PRATEETI VIKASH JATIYA VIDYALAYA,784146,Darrang
JNAN VIKASH JATIYA VIDYALAYA,784116,Darrang
NUR ALAHI JATIYA BIDYALAYA,784116,Darrang
GYAN VIKASH JATIYA VIDYALAYA,784116,Darrang
SHYAM BRILLIANT ACADEMY,784116,Darrang
MORNINIG STAR ENGLISH HS,784115,Darrang
SUN FLOWER ENGLISH HS,784115,Darrang
R.N.CENTRAL ACADEMY KHARUPETIA,784115,Darrang
PRANABANANDA VIDYAMANDIR,784115,Darrang
NO 4 SHYAMPUR JATIYA BIDYALAYA,784116,Darrang
S.P. ACADEMY,784116,Darrang
GOLD STAR MODERN ENGLISH ACADEMY,784115,Darrang
"JATIYA VIDYALAYA, KHARUPETIA",784115,Darrang
LUIT VALLEY HS,784115,Darrang
BADLI BAIRALI JATIYA BIDYALAYA,784115,Darrang
JNANUDAYA JATIYA BIDDALAYA,784116,Darrang
DONGPARA JATIYA VIDYALAYA,784116,Darrang
HAJI EUNUS ALI MEMORIAL ACADEMY,784115,Darrang
SILVER STAR ENGLISH MEDIUM HIGH SCHOOL,784116,Darrang
SIALMARI JATIYA VIDYALAYA,784113,Darrang
SHYAMPUR JATIYA BIDYALAYA,784116,Darrang
SONALIJATIYA VIDDALAYA,784115,Darrang
MAA SARADA VIDYA MANDIR,784115,Darrang
KHARUPETIA ADARSH HINDI UCCH VIDYALAYA,784115,Darrang
DIKSHA ACADEMY,784113,Darrang
"ROYAL ACADEMY, KHARUPETIA",784115,Darrang
"ADHUNIK JATIYA VIDYALAYA, BECHIMARI",784514,Darrang
NORTHEAST PUBLIC SCHOOL,784508,Darrang
ROMANUS ENG SCHOOL,784507,Darrang
GORKHUNJI L.P.SCHOOL,782413,Darrang
