SchoolName,Pincode,District
BRAHMAPUTRA JATIYA BIDYALAYA,783129,Goalpara
SMART ACADEMY,783129,Goalpara
HEKIM JATIYA BIDYALAYA,783132,Goalpara
"GYANDEEP JATIYA BIDYALAYA, FOLIMARI",783129,Goalpara
"GYANJYOTI BIDYAPEETH, BASMURA",783132,Goalpara
GYANPITH JATIYA BIDYALAYA,783330,Goalpara
KHALISABHITA JATIYA BIDYALAYA,783129,Goalpara
TALTOLA ADARSHA JATIYA BIDYALAYA,783129,Goalpara
BOLLAPURI M.K.JATIYA BIDYALAYA,783129,Goalpara
ST. PETERS NATIONAL ACADEMY,783124,Goalpara
NAVODAYA JATIYA BIDYALAYA,783123,Goalpara
U.N.ACADEMY,783124,Goalpara
AMJONGA JATIO BIDYALAYA,783124,Goalpara
NIRMALA ENGLISH HIGH SCHOOL,783122,Goalpara
NORTH EASTERN HILL ACADEMY,783122,Goalpara
SANKARDEV SISHU NIKETON DHUPDHARA,783123,Goalpara
SURJYADAYA JATIYA BIDYALAYA,783130,Goalpara
ST.FRANCIS SCHOOL,783123,Goalpara
GYANDEEP JATIYA BIDYALAYA,783134,Goalpara
KUSHDHOWA DIAMOND ENGLISH SCHOOL,783124,Goalpara
JATIYA BIDYALAYA RANGJULI,783130,Goalpara
REV. TILAKCHAN ENGLISH SCHOOL,783122,Goalpara
ADARSHA JATIYA VIDYALAYA SIMLITOLA,783130,Goalpara
SIMLITOLA ENGLISH ACADEMY,783130,Goalpara
PRANBANDHU MEDHI ENGLISH SCHOOL,783130,Goalpara
"SANKARDEV SHISHU VIDYA NIKETAN, DARANGIRI",783134,Goalpara
TIPLAI SANKARDEV SISHU NIKETON,783130,Goalpara
"SHANKARDEV SHISHU NIKETAN,DUDHNOI",783124,Goalpara
ADARSHA JATIYA VIDALAYA PADUPARA,783123,Goalpara
BARPATHAR JATIYA BIDYALAYA,783130,Goalpara
NABADAYA JATIYA BIDYALAYA,783123,Goalpara
PANDITDINDAYAL UPPADHYAY ACADEMY,783130,Goalpara
AJAGAR VALLEY ACADEMY,783120,Goalpara
BIGYAN ACADEMY,783129,Goalpara
WEST GOALPARA ACADEMY,783129,Goalpara
ROSE VALLEY ENGLISH SCHOOL,783129,Goalpara
"SHANKARDEV SHISHU NIKETAN, BAIJURI",783120,Goalpara
BALIJANA ANCHALIK JATIYA VIDYALAYA,783120,Goalpara
ST. THOMAS ENGLISH SCHOOL,783101,Goalpara
GOALPARA ENGLISH SCHOOL,783101,Goalpara
BHALUKDUBI 1 NO JATIYA BIDYALAYA,783101,Goalpara
MAHATMA GANDHI JR. COLLEGE,783101,Goalpara
OSMANIYA GYANDEEP JATIYA BIDYALAYA,783129,Goalpara
ST. JOSEPHS CONVENT SCHOOL,783120,Goalpara
BARBHITA JATIYA VIDYALAYA,783101,Goalpara
"SHANKARDEV SHISHU NIKETAN, DARIDURI",783101,Goalpara
"R.M.ACADEMY,DARIRPAR",783129,Goalpara
"SUNFLOWER JATIYA BIDHALAYA, PANIKHETI",783101,Goalpara
"AGIA SANKARDEV SHISHU NIKATAN, AGIA",783120,Goalpara
ALLOY ACADEMY,783120,Goalpara
DR ZAKIR HUSSAIN JATIYA BIDYALAYA,783129,Goalpara
TARGET POINT ACADEMY,783129,Goalpara
M.K. ACADAMY,783129,Goalpara
KADALKATI JATIYA BIDYALAYA,783129,Goalpara
DREAM ACHIEVER PUBLIC SCHOOL,783120,Goalpara
SANKAR AJAN JATIO BIDYALAYA,783120,Goalpara
BROOKFIELD SENIOR SECONDARY SCHOOL,783101,Goalpara
BALBALA JATIA BIDYALAYA,783120,Goalpara
SUN LIGHT ACADEMY BALBALA,783120,Goalpara
GYANJYOTI JATIA BIDYALAYA,783101,Goalpara
JALJONG KEDORAM ENGLISH SCHOOL,783126,Goalpara
ST. ALPHONSAS HIGH SCHOOL,783126,Goalpara
MAKRI JATIYA VIDYALAYA,783101,Goalpara
NAVADAYA JATIYA VIDYALAYA,783120,Goalpara
GURUKUL JATIA BIDYALAYA MARKULA,783120,Goalpara
ARUNODOI ENGLISH SCHOOL,783129,Goalpara
"GYANDIP JATIYA VIDYALAYA, BALIJANA",783129,Goalpara
"ADARSHA VIDYALAYA, JOYPUR",783129,Goalpara
"AAKASH ACADEMY, RAKHALDUBI",783129,Goalpara
LITTLE FLOWER ENGLISH SCHOOL,783101,Goalpara
SANKAR DEV SHISHU NIKETAN,783120,Goalpara
LIFE SHINE ACADEMY,783129,Goalpara
A.N. ACADEMY BASHBARI,783129,Goalpara
DR.A.P.J. ABDUL KALAM ACADEMY,783129,Goalpara
OASIS ACADEMY,783101,Goalpara
ADARSHA SISHU NIKETAN,783101,Goalpara
OLIVE PUBLIC SCHOOL,783101,Goalpara
SANKARDEV SISHU NIKETAN,783101,Goalpara
ASSAM ACADEMY,783101,Goalpara
ADARSHA BIDYALAYA BHATIPARA,783101,Goalpara
MARKAZ GIRLS ACADEMY,783101,Goalpara
VIBGYOR ACADEMY KARBALA,783101,Goalpara
ADARSHA BIDYALAYA,783101,Goalpara
CAMBRIDGE ACADEMY,783101,Goalpara
KALPANA CHAWLA MEMORIAL ACADEMY,783121,Goalpara
MOTHER MERRY SCHOOL,783101,Goalpara
HOLY CROSS PUBLIC SCHOOL,783101,Goalpara
B.S.ENGLISH ACADEMY,783101,Goalpara
BRAHMAPUTRA ACADEMY,783121,Goalpara
SCAMEWO ENGLISH SCHOOL,783101,Goalpara
OSMAN GANI MODEL ACADEMY(OGMA),783101,Goalpara
IQRA NATIONAL ACADEMY,783101,Goalpara
GOALPARA JATIYA VIDYALAYA,783101,Goalpara
SCHOLAR ACADEMY,783101,Goalpara
BARNAGAR VIDYA MANDIR,781317,Goalpara
