SchoolName,Pincode,District
SANKAR MADHAB BIRUPRABHA JATIYA VIDYALAY,781034,Kamrup Metropolitan
LITTLE ANGEL'S ENGLISH SCHOOL,781016,Kamrup Metropolitan
SISHU NIKETAN HIGH SCHOOL,781009,Kamrup Metropolitan
ANGELIKA HR. SECONDERY SCHOOL,781005,Kamrup Metropolitan
"SANKARDEV SHISHU NIKETAN, BIRUBARI",781016,Kamrup Metropolitan
ASSAM VALLEY ENGLISH HIGH SCHOOL,781016,Kamrup Metropolitan
VIDYA MANDIR ENGLISH MEDIUM SCHOOL,781026,Kamrup Metropolitan
EKALAVYA MODERN ACADEMY,781006,Kamrup Metropolitan
DISPUR ENGLISH ACADEMY,781019,Kamrup Metropolitan
ARYABHATTA SCIENCE SENIOR SECONDARY SCHOOL,781005,Kamrup Metropolitan
SWADESHI ACADEMY JUNIOR COLLEGE,781005,Kamrup Metropolitan
NORTH EAST PUBLIC SCHOOL,781019,Kamrup Metropolitan
SAI RNS ACADEMY,781019,Kamrup Metropolitan
"MANAV KALYAN JATIYA VIDYALAYA, KAHILIPARA",781019,Kamrup Metropolitan
PRAGATI JATIYA VIDYALAYA,781005,Kamrup Metropolitan
LAKSHMINAGAR MONTESSORI SCHOOL,781005,Kamrup Metropolitan
R.K MEMORIAL ENGLISH AND HINDI HIGH SCHOOL,781026,Kamrup Metropolitan
CAPITAL METRO POLITAN ENG HIGH SCHOOL,781003,Kamrup Metropolitan
HINDUSTANI KENDRIYA VIDYALAYA,781005,Kamrup Metropolitan
SHANKARDEV VIDYA NIKETAN BISHNUPATH ZOO ROAD,781024,Kamrup Metropolitan
ARYAN ACADEMY ENGLISH MEDIUM HIGH SCHOOL,781005,Kamrup Metropolitan
S.K HAZARIKA COLLEGE,781005,Kamrup Metropolitan
PRACHYA BHARATI JUNIOR COLLEGE,781005,Kamrup Metropolitan
SUNRISE ACADEMY,781005,Kamrup Metropolitan
PRAGJYOTISH JATIYA VIDYALAY,781021,Kamrup Metropolitan
GITANAGAR SHISHU VIDYA NIKETAN,781020,Kamrup Metropolitan
GEETANAGAR JATIYA VIDYALAY,781020,Kamrup Metropolitan
FACULTY HIGH SCHOOL,781024,Kamrup Metropolitan
ROSE LAND MODEL SCHOOL,781006,Kamrup Metropolitan
ROYAL GLOBAL SCHOOL,781035,Kamrup Metropolitan
SRIMANTA SANKARDEVA VIDYALAYA,781020,Kamrup Metropolitan
SUNSHINE PUBLIC SCHOOL,781020,Kamrup Metropolitan
ASSAM SIKSHALAY,781020,Kamrup Metropolitan
BRAHMAPUTRA VIDYA NIKETAN,781020,Kamrup Metropolitan
AXOM VIDYAMANDIR,781020,Kamrup Metropolitan
DON PUBLIC SCHOOL,781020,Kamrup Metropolitan
NOONMATI PUBLIC SCHOOL,781020,Kamrup Metropolitan
ABOTANI VIDYALAYA,781021,Kamrup Metropolitan
SARVAJANIK HINDI HS,781021,Kamrup Metropolitan
ASSAM JATIYA VIDYALAY,781020,Kamrup Metropolitan
JNANDEEP ACADEMY,781021,Kamrup Metropolitan
ST. XAVIER'S HIGH SCHOOL,781021,Kamrup Metropolitan
INDIAN PUBLIC SCHOOL,781020,Kamrup Metropolitan
ABHILASHA ACADEMY,781020,Kamrup Metropolitan
PURBA BHARATI JATIYA VIDYALAYA,781020,Kamrup Metropolitan
"SANKAR-MADHAV JATIYA VIDYALAYA, BIRKUCHI",781026,Kamrup Metropolitan
KAMRUP JATIYA VIDYALAYA,781020,Kamrup Metropolitan
SANKARDEV VIDYA NIKETAN,781026,Kamrup Metropolitan
NAND ENGLISH HIGH SCHOOL,781026,Kamrup Metropolitan
MERRY LAND SCHOOL,781026,Kamrup Metropolitan
ST. FRANCIS DE SALES SCHOOL,781171,Kamrup Metropolitan
GLACIER SCHOOL,781171,Kamrup Metropolitan
GURUKUL GRAMMAR SR SECONDARY SCHOOL,781171,Kamrup Metropolitan
ARMY PUBLIC SCHOOL NARENGI,781027,Kamrup Metropolitan
MARIA'S PUBLIC SCHOOL,781026,Kamrup Metropolitan
SHRIMANTA SHANKAR ACADEMY,781006,Kamrup Metropolitan
NARANGI ANCHALIK MAHAVIDYALAYA,781171,Kamrup Metropolitan
"MODERN HIGH SCHOOL, MOTHER TERESSA ROAD, GUWAHATI",781020,Kamrup Metropolitan
NAVODAYA JATIYA VIDYALAYA,781036,Kamrup Metropolitan
"SHANKARDEV VIDYA NIKETAN, HENGRABARI",781036,Kamrup Metropolitan
GYAN JYOTI JATIYA VIDYALAYA,781171,Kamrup Metropolitan
"JYOTI NIKETAN, SCHOOL FOR BLIND",781171,Kamrup Metropolitan
ANAND ACADEMY,781006,Kamrup Metropolitan
STEP BY STEP ENG MED SCHOOL,781006,Kamrup Metropolitan
LITTLE TOTS ENGLISH SCHOOL,781005,Kamrup Metropolitan
MAULANA AZAD MARKAZ ACADEMY,781037,Kamrup Metropolitan
ASOM GYAN VIKASH VIDYALAYA,781036,Kamrup Metropolitan
ARYAN HINDI SCHOOL,781008,Kamrup Metropolitan
ARYA ENGLISH SCHOOL,781008,Kamrup Metropolitan
LAKSHYA ACADEMY,781037,Kamrup Metropolitan
D D BARUAH ACADEMY SENIOR SECONDARY SCHOOL,781036,Kamrup Metropolitan
"THE SCHOLAR SCHOOL, GUWAHATI",781026,Kamrup Metropolitan
DAYANAND ACADEMY,781006,Kamrup Metropolitan
"JATIYA VIDYALAYA, KAHILIPARA",781019,Kamrup Metropolitan
MADHABDEV VIDYA NIKETAN,781028,Kamrup Metropolitan
EVEREST ACADEMY,781028,Kamrup Metropolitan
MEMAN ACADEMY,781006,Kamrup Metropolitan
SILVER OAK HIGH SCHOOL,781006,Kamrup Metropolitan
VIVEKANANDA KALYAN KENDRA JATIYA SIKSHA NIKETAN,781034,Kamrup Metropolitan
ROSE-BUD ACADEMY,781029,Kamrup Metropolitan
"DON BOSCO SCHOOL, SONAIGHULI",781040,Kamrup Metropolitan
ADARSHA JATIYA VIDYALAYA LOKHARA,781040,Kamrup Metropolitan
CITY ELITE SCHOOL,781040,Kamrup Metropolitan
RISING STAR ENGLISH SCHOOL,781034,Kamrup Metropolitan
LITTLE BIRD ACADEMY,781034,Kamrup Metropolitan
GYAN EDUCATIONAL INSTITUTION,781034,Kamrup Metropolitan
TSANGPO VALLEY ACADEMY,781040,Kamrup Metropolitan
BARSAJAI JATIYA VIDYALAYA,781028,Kamrup Metropolitan
ANANDARAM BARUA JATIYA VIDYALAYA,781034,Kamrup Metropolitan
DREAM LAND HIGH SCHOOL,781040,Kamrup Metropolitan
TAB MEMORIAL JATIYA VIDYALAYA,781019,Kamrup Metropolitan
GODWINS SCHOOL,781040,Kamrup Metropolitan
NARAYANA SCHOOL,781040,Kamrup Metropolitan
SPRING DALE INTERNATIONAL SCHOOL,781028,Kamrup Metropolitan
INTERNATIONAL SCHOOL,781040,Kamrup Metropolitan
SHEMFORD FUTURISTIC SCHOOL,781040,Kamrup Metropolitan
M P ACADEMY,781034,Kamrup Metropolitan
NORTH EAST ACADEMY,781028,Kamrup Metropolitan
NICHOLS HIGH SCHOOL,781008,Kamrup Metropolitan
ST. JOSEPH'S ENGLISH HIGH SCHOOL,781029,Kamrup Metropolitan
SUNDARBAN NAGAR JATIYA VIDYALAYA,781028,Kamrup Metropolitan
"SANKARDEV SISHU VIDYA NIKETAN, BELTOLA GHY 28",781028,Kamrup Metropolitan
SRIKANTA BIDYABHAWAN,781029,Kamrup Metropolitan
ST. STEPHEN'S SCHOOL,781005,Kamrup Metropolitan
DIVINE BUDS ENGLISH SCHOOL,781028,Kamrup Metropolitan
C.K. ACADEMY,781029,Kamrup Metropolitan
SOUVENIR SECONDARY SCHOOL,781028,Kamrup Metropolitan
GYANMONDIR VIDYAPEETH,781028,Kamrup Metropolitan
RJ JUNIOR COLLEGE,781028,Kamrup Metropolitan
BIKASH JATIYA VIDYALAYA,781029,Kamrup Metropolitan
MERRY BROOK,781022,Kamrup Metropolitan
BAL BHARTIS PUBLIC SCHOOL,781028,Kamrup Metropolitan
MAHARSHI VIDYA MANDIR 3,781032,Kamrup Metropolitan
BLUE BELL HATIGAON,781038,Kamrup Metropolitan
DISPUR JATIYA VIDYALAYA,781038,Kamrup Metropolitan
"SHANKARDEV SHISHU NIKETAN, BETKUCHI",781040,Kamrup Metropolitan
RAJDHANI ADARSHA JATIYA VIDYALAYA,781038,Kamrup Metropolitan
G.M. ENGLISH HIGH SCHOOL,781029,Kamrup Metropolitan
DYNASTY SCHOOL,781029,Kamrup Metropolitan
GUWAHATI NATIONAL ACADEMY,781038,Kamrup Metropolitan
"JATIYA VIDYALAYA ,DISPUR",781038,Kamrup Metropolitan
"BLUE BIRD PUBLIC SCHOOL,BHETAPARA",781029,Kamrup Metropolitan
AL-HIDAYAH INTERNATIONAL PUBLIC SCHOOL,781038,Kamrup Metropolitan
DISPUR PUBLIC SCHOOL,781038,Kamrup Metropolitan
"MAHARSHI VIDYA MANDIR 4, BORSAJAI",781032,Kamrup Metropolitan
FAIRYLAND HIGH SCHOOL,781022,Kamrup Metropolitan
SUDERASHAN PUBLIC SCHOOL,781022,Kamrup Metropolitan
BASISTHA JATIYA BIDYALAYA,781029,Kamrup Metropolitan
SMRITY ACADEMY,781029,Kamrup Metropolitan
HAPPY MONTESSORI HIGH SCHOOL,781029,Kamrup Metropolitan
AMALPROVOVA DAS SIKSHA PRATISTHAN,781029,Kamrup Metropolitan
GYANPITH JATIYA VIDYALAYA,781029,Kamrup Metropolitan
ARMY PUBLIC SCHOOL BASISTHA,781029,Kamrup Metropolitan
GUNESWARI MEDHI VIDYAPITH,781037,Kamrup Metropolitan
PRAGJYOTISH ADARSHA VIDYALAYA,781037,Kamrup Metropolitan
SRIMANTA SANKARDEV JATIYA VIDYALAYA,781037,Kamrup Metropolitan
GUWAHATI PUBLIC SCHOOL,781037,Kamrup Metropolitan
GREEN MEADOWS SCHOOL,781037,Kamrup Metropolitan
FACULTY HIGHER SECONDARY SCHOOL,781032,Kamrup Metropolitan
SHANKARDEV SHISHU NIKETAN NORTH GUWAHATI,781004,Kamrup Metropolitan
HOLY HOME SECONDARY SCHOOL,781035,Kamrup Metropolitan
"ST JOSEPH'S SCHOOL, AZARA",781017,Kamrup Metropolitan
PARIJAT ACADEMY,781035,Kamrup Metropolitan
SARADA ENGLISH ACADEMY,781017,Kamrup Metropolitan
BRAMAPUTRA VALLEY ENGLISH ACADEMY,781015,Kamrup Metropolitan
DR. B.R AMBEDKAR VIDYA MANDIR,781015,Kamrup Metropolitan
MILITARY ENGINEER SERVICE(MES)SCHOOL(AF)BORJHAR,781015,Kamrup Metropolitan
SHREE SAI SIKSHA NIKETAN,781015,Kamrup Metropolitan
SHEWPRASAD RAM BUX BB SCHOOL,781128,Kamrup Metropolitan
SAINT CLARET SCHOOL,781015,Kamrup Metropolitan
ST. CLARE'S CONVENT HIGH SCHOOL,781015,Kamrup Metropolitan
MILES BRONSON RESIDENTIAL SCHOOL,781015,Kamrup Metropolitan
SRI SATYAM SR. SECONDARY SCHOOL,781017,Kamrup Metropolitan
KAZIRANGA ENGLISH ACADEMY,781035,Kamrup Metropolitan
SANSKRITI THE GURUKUL,781035,Kamrup Metropolitan
