pincode,areaName,districtId,statusId
737128,Melli Dara BO,552,1
737120,Lachen BO,549,1
737111,Chingthang BO,553,1
737111,Rinchenpong BO,553,1
737111,Sinek BO,553,1
737111,Yangtey BO,553,1
737116,Men Rong Rong BO,549,1
737116,Phamtam BO,549,1
737116,Tingvong BO,549,1
737116,Kabi BO,549,1
737107,Rakdong BO,548,1
737134,Nazitam BO,548,1
737134,Sakhu Busty BO,548,1
737134,West Pendam BO,548,1
737102,Dhajey BO,548,1
737102,Kupup BO,548,1
737107,Lumlingthyang BO,548,1
737107,Raley Khesey BO,548,1
737107,Samdong BO,548,1
737128,Lungchuk BO,552,1
737128,Manpur BO,552,1
737111,Arithang BO,553,1
737111,Bhaluthang BO,553,1
737111,Karjee BO,553,1
737111,Legship BO,553,1
737116,Lingdem BO,549,1
737116,Lingthem BO,549,1
737116,Lower Dzongu BO,549,1
737116,Phensong BO,549,1
737120,Lachung BO,549,1
737120,Naga BO,549,1
737120,Shipgyare BO,549,1
737111,Lingchom BO,553,1
737111,Rangship BO,553,1
737116,Ramthang BO,549,1
737116,Rangrang BO,549,1
737116,Singhik BO,549,1
737134,Namphing BO,552,1
737134,Tarku BO,552,1
737134,Temi Tarku BO,552,1
737128,Kerabari BO,552,1
737134,Sangkhola BO,548,1
737134,Neya BO,552,1
737134,Yangyang BO,552,1
737134,Sinchuthang BO,548,1
737134,SANG BO,548,1
737134,Sumin BO,548,1
737134,Tumin BO,548,1
737134,Makha BO,548,1
737102,Kyanglasha BO,548,1
737102,Lingdum BO,548,1
737102,Samdur BO,548,1
737102,Sherathang BO,548,1
737107,Gor BO,549,1
737111,Gerathang BO,553,1
737111,Tashiding BO,553,1
737111,Yangthang BO,553,1
737116,Manul BO,549,1
737116,Namok BO,549,1
737116,Sangkalan BO,549,1
737116,Tingchim BO,549,1
737116,Phudong BO,549,1
737102,Pabyiok BO,548,1
737121,Buriakhop BO,553,1
737121,Chumbong BO,553,1
737121,Soreng BO,553,1
737121,Suldung BO,553,1
737121,Timburbong BO,553,1
737113,Darap BO,553,1
737113,Khechuperi BO,553,1
737113,Radhu Khandu BO,553,1
737103,Bojoghari BO,549,1
737128,Sadam BO,552,1
737128,Turuk BO,552,1
737126,Kitam BO,552,1
737126,Maniram BO,552,1
737126,Wok BO,552,1
737132,Mamring BO,552,1
737132,Turung BO,552,1
737139,Ralang BO,552,1
737139,Tinkitam BO,552,1
737121,Malbasey BO,553,1
737121,Okharey BO,553,1
737121,Pipalay BO,553,1
737126,Perbing BO,552,1
737126,Phalidara BO,552,1
737121,Majitar BO,552,1
737132,Kateng Bokrang BO,552,1
737139,Barfung BO,552,1
737139,Ben BO,552,1
737139,Berang BO,552,1
737139,Kewzing BO,552,1
737134,Bermiok BO,552,1
737121,Reshi BO,553,1
737121,Sanchabarey Daramdim BO,553,1
737121,Sanganath BO,553,1
737113,Namphu BO,553,1
737113,Yuksom BO,553,1
737106,Linkey BO,548,1
737106,Pacheykhani BO,548,1
737131,Chujachen BO,548,1
737131,Phadamchen BO,548,1
737135,Middle Camp BO,548,1
737135,Rauteyrumtek BO,548,1
737135,Rumtek BO,548,1
737133,Rorathang BO,548,1
737133,Sudunglakha BO,548,1
737134,Dipudara Nhpc Complex BO,548,1
737134,Khamdong BO,548,1
737106,Pachey Sansung BO,548,1
737103,Chongey BO,548,1
737131,North Regu BO,548,1
737131,Rolep BO,548,1
737132,East Pendam BO,548,1
737135,Ahoo Busty BO,548,1
737135,Assam Lingzey BO,548,1
737121,Arubotay BO,553,1
737121,Takuthang BO,553,1
737121,Tharpu BO,553,1
737113,Dentam BO,553,1
737113,Hee Gaon BO,553,1
737113,Kaluk BO,553,1
737113,Karmatar BO,553,1
737113,Rimbi BO,553,1
737113,Thingling BO,553,1
737103,Lingdok BO,549,1
737133,Amba BO,548,1
737133,Aritar BO,548,1
737121,Budang BO,553,1
737121,Chakung BO,553,1
737121,Sombaria BO,553,1
737121,Sri Badam BO,553,1
737121,Tikpur BO,553,1
737121,Zoom BO,553,1
737113,Bermiok BO,553,1
737113,Mechi Aching BO,553,1
737113,Uttarey BO,553,1
737103,Penlong BO,549,1
737128,Payiong BO,552,1
737128,Sumbuk BO,552,1
737126,Assangthang BO,552,1
737126,Nandugaon BO,552,1
737126,Pabong BO,552,1
737126,Poklok BO,552,1
737126,Rong BO,552,1
737126,Shalghari BO,552,1
737126,Singhithang BO,552,1
737139,Phamtam BO,552,1
737139,Sangmoo BO,552,1
737139,Tingmoo BO,552,1
737134,Lingmoo BO,552,1
737139,Lunsing BO,552,1
737106,Bering BO,548,1
737106,Changayshanti BO,548,1
737128,Rateypani BO,552,1
737126,Damthang BO,552,1
737126,Mic Khola BO,552,1
737126,Sorok BO,552,1
737132,Maney Dara BO,552,1
737132,Namthang BO,552,1
737106,Karthok BO,548,1
737103,Bhusuk BO,548,1
737103,Luing BO,548,1
737131,Dalapchand BO,548,1
737131,Latuk BO,548,1
737132,Duga BO,548,1
737135,Samlickmarchak BO,548,1
737135,Upper Martam BO,548,1
737133,Upper Dalapchand BO,548,1
737133,Upper Khamdong BO,548,1
737134,Bardang BO,548,1
737134,Kokalay BO,548,1
737134,Lingee BO,548,1
737134,Lingzey BO,548,1
737106,Namcheybong BO,548,1
737106,Tshalamthang BO,548,1
737131,Lingtam BO,548,1
737106,Parkha BO,548,1
737131,South Regu BO,548,1
737132,Upper Pendam BO,548,1
737135,Nandok BO,548,1
737135,Raymindu BO,548,1
737133,Shivalaya Mandir Lingsey BO,548,1
737133,Taza BO,548,1
737134,Beyong BO,548,1
737134,Gangkha Busty BO,548,1
737101,Gangtok HO,548,1
737107,Dikchu SO,548,1
737136,Majitar SO,548,1
737132,Rangpo SO,548,1
737101,Sichey Gaon SO,548,1
737134,Singtam SO,548,1
737102,Deorali SO,548,1
737113,Pelling SO,553,1
737103,Rajbhawan SO East Sikkim,548,1
737131,Rangli Bazar SO,548,1
737103,Tashiling SO,548,1
737111,Gayzing SO,553,1
737116,Mangan SO,549,1
737121,Naya Bazar SO West Sikkim,553,1
737106,Pakyong SO,548,1
737126,Namchi SO,552,1
737139,Ravangla SO,552,1
737128,Melli Bazar SO,552,1
737135,Ranipool SO,548,1
737133,Rhenock SO,548,1
737102,Tadong SO,548,1
737102,SMUSikkim Manipal University,548,1
