pincode,areaName,districtId,statusId
503186,Arsapalli B.O,614,1
503180,Camp Ootpalli B.O,614,1
503180,Eraspalli B.O,614,1
503187,Singitham B.O,600,1
503101,Mahmadpur B.O,600,1
503125,Malkapur B.O,600,1
503125,Tujlapur B.O,600,1
503125,Yadaram B.O,600,1
503112,Ugrawai B.O,600,1
503112,Yellappagonda B.O,600,1
503112,PALVANCHA B.O,600,1
503124,Polkampet B.O,600,1
503124,Pothiapalli B.O,600,1
503309,Dongli B.O,600,1
503108,Tandur B.O,600,1
503302,Hasanpalli B.O,600,1
503302,Vaddepalli B.O,600,1
503201,JALALPUR B.O,614,1
503187,Thirumalapur B.O,600,1
503101,Bhagirathipalli B.O,600,1
503101,Rameshwarpalli B.O,600,1
503125,Issanagar B.O,600,1
503306,Hasgal B.O,600,1
503123,Amberipet B.O,600,1
503102,Lingupalli B.O,600,1
503112,Kyasampalli  B.O,600,1
503112,Machareddy B.O,600,1
503112,Tekriyal B.O,600,1
503309,Gundekallur B.O,600,1
503309,Mogha B.O,600,1
503309,KODCHERA B.O,600,1
503108,Chinnur B.O,600,1
503108,Pocharam B.O,600,1
503108,Shetpalli B.O,600,1
503302,Mallur B.O,600,1
503310,Kodapkal Kalan B.O,600,1
503310,Kodapkal Khurd B.O,600,1
503310,Kotaipalli B.O,600,1
503310,Thimmanagar B.O,600,1
503310,Annaramkalan B.O,600,1
503110,Gundaram B.O,600,1
503110,Kondapur B.O,600,1
503145,Kalwaral B.O,600,1
503145,Bhoompalli B.O,600,1
503145,Kupriyal B.O,600,1
503120,Endriyal B.O,600,1
503235,Boregaon B.O,614,1
503235,Hangarga B.O,614,1
503235,Kandagaon B.O,614,1
503235,Neela B.O,614,1
503321,Kistapur B.O,600,1
503185,Sangam B.O,614,1
503185,Hansa B.O,614,1
503185,Jadijamalpur B.O,614,1
503185,Mavandikalan B.O,614,1
503230,Bardipur B.O,614,1
503202,Mahabub Farm B.O,614,1
503202,Mangalpahad B.O,614,1
503246,Ashok Farm B.O,614,1
503246,Chikli B.O,614,1
503246,Gandhinagar B.O,614,1
503305,Kolas  B.O,600,1
503305,Shantapur B.O,600,1
505186,Gollapalli B.O,615,1
505186,Ithrajpalle B.O,615,1
505186,Bonthakuntapalli B.O,615,1
505153,Gangaram B.O,615,1
505153,Keshanpalli B.O,615,1
505162,Moolasala B.O,615,1
505162,Regadi Maddikunta B.O,615,1
505152,Madaka B.O,615,1
505152,Gumpula B.O,615,1
505152,Odela B.O,615,1
505514,Kukkalagudur B.O,615,1
505514,Mudrial B.O,615,1
505514,Murmur B.O,615,1
505187,Dongathurthi B.O,615,1
505187,Kannal B.O,615,1
505187,Palakurthy B.O,615,1
505212,Lakkaram B.O,615,1
505212,Maidambanda B.O,615,1
505525,Kothur B.O,615,1
505525,Sivapalli B.O,615,1
505525,Venkatraopalli B.O,615,1
505209,Sundilla B.O,615,1
505209,Jangaon B.O,615,1
505209,Maredpak B.O,615,1
505188,Julapalli B.O,615,1
505188,Rangapuram B.O,615,1
505186,Mukdampur B.O,601,1
505122,Mallial B.O,601,1
505498,Kanikulagidda B.O,601,1
505498,Yellabotharam B.O,601,1
505498,Sirsapalli B.O,601,1
501301,Yadgarpalli B.O,608,1
500088,Korremal B.O,608,1
500088,Pratapsingaram B.O,608,1
500100,Pochampally B.O,608,1
501401,CMR College  B.O,608,1
501102,Porur B.O,621,1
500101,Aliabad B.O,608,1
500101,Anantaram B.O,608,1
500078,BITS B.O,608,1
501509,Toolkalan B.O,617,1
501301,Ankireddipalli B.O,608,1
501301,Thimmaipalli B.O,608,1
500088,Venkatadri B.O,608,1
500043,Dindigul B.O,608,1
500043,Srirangavaram B.O,608,1
500087,Jawahar Nagar B.O,608,1
501401,Athveli B.O,608,1
501401,Rajbolaram B.O,608,1
500078,Bomraspet B.O,608,1
500101,Jaggamguda B.O,608,1
500101,Mudchintanapalli B.O,608,1
501505,Munaganur S.O,617,1
501301,Bogaram B.O,608,1
501301,Cherlapalli B.O,608,1
501301,Edulabad B.O,608,1
501301,Keesara B.O,608,1
501301,Keesaragutta B.O,608,1
500088,Katchavanisingaram B.O,608,1
500043,Bahadurpalli B.O,608,1
500055,Gajularamaram B.O,608,1
503207,Jillapalli B.O,614,1
503207,Pothangal B.O,614,1
502293,Pulkal B.O,618,1
502284,IIT HYDERABAD SO,618,1
503301,Ankole B.O,600,1
503301,Bomandevpalli B.O,600,1
503301,Nachapalli B.O,600,1
503206,Govur B.O,614,1
503206,Humnapur B.O,614,1
503206,Malkapoor B.O,614,1
503245,Lakshmikisan Farm B.O,614,1
503245,Mokanpalli B.O,614,1
503186,Pocharam B.O,614,1
503201,Old Varni B.O,614,1
503201,Jakhora B.O,614,1
503187,Wajidnagar B.O,600,1
503187,Budmi B.O,600,1
503187,Galipur B.O,600,1
503101,Thippapur B.O,600,1
503101,Bhikno R.S. B.O,600,1
503306,Dhadgi B.O,600,1
503123,Faridpet B.O,600,1
503123,Sangameshwar B.O,600,1
503114,Gurjal B.O,600,1
503114,Pothangalkalan B.O,600,1
503102,Narsannapalli B.O,600,1
503102,Pondurthy B.O,600,1
503102,Anthampalli B.O,600,1
503145,Adloor B.O,600,1
503112,Chukkapur B.O,600,1
503112,Devanappli B.O,600,1
503124,Korpole B.O,600,1
503124,Perumalla B.O,600,1
503309,Shakarga B.O,600,1
503309,Tadgur B.O,600,1
503309,Manoor B.O,600,1
503110,Thimmakapalli B.O,600,1
503144,Gidda B.O,600,1
503144,Esaipet B.O,600,1
503144,Isrojiwadi B.O,600,1
503144,Somarampet B.O,600,1
503122,Kalyani B.O,600,1
503122,Rudraram B.O,600,1
503310,Godmegaon B.O,600,1
503110,Chinnamallareddy B.O,600,1
503110,Chitial B.O,600,1
503144,Moshampur B.O,600,1
503145,Padmajiwadi B.O,600,1
503122,Atmakur B.O,600,1
503122,Gundiwait B.O,600,1
503122,Yellutla B.O,600,1
503120,Kankal B.O,600,1
503120,Nandiwada B.O,600,1
503235,Pegdapalli B.O,614,1
503321,Nasrullabad B.O,600,1
503321,Thimmapuram B.O,600,1
503185,Mandarna B.O,614,1
503185,Pentakurd B.O,614,1
503230,Badsi B.O,614,1
503230,Boregaon B.O,614,1
503202,Kurnapalli B.O,614,1
503246,Kondur B.O,614,1
503246,Pothangal B.O,614,1
503246,Binola B.O,614,1
503305,Edgikalan B.O,600,1
503305,Gullabuzrug B.O,600,1
503305,Wajrakhandi B.O,600,1
503207,Sunkini B.O,614,1
503207,Domaledgi B.O,614,1
503309,Hangarga B.O,600,1
503301,Mailaram B.O,600,1
503245,Konepalli B.O,614,1
503245,Maddepalli B.O,614,1
503122,Bhavanipet B.O,600,1
503122,Bikkanur B.O,600,1
503122,Jangamaipalli B.O,600,1
503122,Masanipet B.O,600,1
503120,Demi B.O,600,1
503235,Kandakurthi B.O,614,1
503235,ARP Camp B.O,614,1
507204,Motamarri B.O,602,1
507204,Mustikuntla B.O,602,1
507169,Buddavaram B.O,602,1
507169,Kongara B.O,602,1
507208,Jagannadhapuram B.O,602,1
507208,Komatlagudem B.O,602,1
507208,Proddutur B.O,602,1
507002,Gopalapuram B.O,602,1
507168,Buradaraghavapur B.O,602,1
507003,Gudimalla B.O,602,1
507003,Kachirajugudem B.O,602,1
507003,Theerthala B.O,602,1
507003,Venkatayapalem B.O,602,1
507158,Chirumarri B.O,602,1
507158,Guvvalagudem` B.O,602,1
507158,Mudigonda B.O,602,1
507158,Vallapuram B.O,602,1
507209,Battulapalli B.O,602,1
507209,Chennoor B.O,602,1
507209,Pedakorukondi B.O,602,1
507209,Talluri Venkatapuram B.O,602,1
507209,Telgaram B.O,602,1
507122,Kamepalli B.O,602,1
507122,Madhavaram B.O,602,1
507122,Perupalli B.O,602,1
507204,Chinnabeeravalli,602,1
507204,Rayanapeta,602,1
507169,Mangapuram B.O,602,1
507169,Rayagudem B.O,602,1
507208,Ananthasagar B.O,602,1
502114,Venkatapur BO,619,1
505498,Thumenapalli B.O,601,1
505498,Bornapalli B.O,601,1
505129,Kanaparthi B.O,601,1
505470,Muttaram B.O,601,1
505470,Metpalli B.O,601,1
505505,Vegurpalli B.O,601,1
505505,Devampalli B.O,601,1
505474,Mogalipalam B.O,601,1
505474,Rekonda B.O,601,1
505475,Rachapalli B.O,601,1
505475,Vilasagar B.O,601,1
505502,Reddipalli B.O,601,1
505502,Yelbak B.O,601,1
505122,Shayampet B.O,601,1
505122,Chelpur B.O,601,1
505122,Illanthakunta B.O,601,1
505153,Parpalli B.O,615,1
505153,Kishtampet B.O,615,1
505153,Mallial B.O,615,1
505153,Motlapalli B.O,615,1
505162,Madupalli B.O,615,1
505162,Kothapalli B.O,615,1
505162,Pegadapalli B.O,615,1
505152,Komera B.O,615,1
505152,Shanagonda B.O,615,1
505152,Pandilla B.O,615,1
505514,Pothiyal B.O,615,1
505514,Bramanpalli B.O,615,1
505187,Botlavanaparthy B.O,615,1
505187,Jiyaram B.O,615,1
505187,Ragned B.O,615,1
505187,Kanagarthy B.O,615,1
505212,Kalvacherla B.O,615,1
505525,Dhulkatta B.O,615,1
505525,Muppirithota B.O,615,1
505525,Kachapur B.O,615,1
505525,Sultanpur B.O,615,1
505209,Maidpalli B.O,615,1
505188,Perepalli B.O,615,1
505498,Erukulagudem B.O,601,1
505498,Godashal B.O,601,1
505129,Pothireddipalli B.O,601,1
505490,Kothaghat B.O,601,1
505470,Amudalapalli B.O,601,1
505470,Gaddapak B.O,601,1
505505,Pachnur B.O,601,1
505472,Madhuda B.O,619,1
505472,Ramachandrapuram B.O,601,1
505474,Ambalpur B.O,601,1
505474,Kondapalakala B.O,601,1
505101,Kandgal B.O,601,1
505480,Amangurthi B.O,601,1
505475,Vanthadupula B.O,601,1
505502,Deshaipalli B.O,601,1
505502,Ghanmukla B.O,601,1
505186,Chamanpalli B.O,601,1
505122,Madipalli B.O,601,1
505122,Sarsaid B.O,601,1
505122,Dharmaram B.O,601,1
505122,Kanagarthi B.O,601,1
505498,Pothireddipet B.O,601,1
505129,Korepalli B.O,601,1
505129,Valbhapur B.O,601,1
505490,Eklaspur B.O,601,1
505470,Rajapur B.O,601,1
505153,Mirzampet B.O,615,1
505153,Tarpalli B.O,615,1
505152,Indurth B.O,615,1
505187,Isala Thakkallapalli B.O,615,1
505187,Palitham B.O,615,1
505212,Ratnapur B.O,615,1
505212,Adivarampet B.O,615,1
505212,Ladnapur B.O,615,1
505497,Kothapalli B.O,623,1
505497,Manikyapur B.O,623,1
505102,Deshrajpalli B.O,623,1
505102,Guniparthi B.O,623,1
505471,Mutharam B.O,623,1
505476,Veeranarayanpur B.O,623,1
505497,Koppur B.O,623,1
505498,Penchikalpet B.O,623,1
505102,Keshavapur B.O,623,1
505102,Buttareddy Gudem B.O,623,1
505102,Vangapalli B.O,623,1
505471,Yerrapalli B.O,623,1
505101,Kannur B.O,623,1
505101,Bhimpalli B.O,623,1
505476,Damera B.O,623,1
505476,Suraram B.O,623,1
505122,Gunded B.O,623,1
505102,Timmapur B.O,623,1
505102,Nerella B.O,623,1
505102,Shanigaram B.O,623,1
505471,Kothakonda B.O,623,1
505471,Mallaram B.O,623,1
505471,Dharmaram B.O,623,1
505101,Bavopet B.O,623,1
505101,Dandepalli B.O,623,1
505476,Valbhapur B.O,623,1
505476,Gopalpur B.O,623,1
505525,Wadakapur B.O,615,1
505525,Julapalli B.O,615,1
501401,Dabirpur B.O,608,1
501401,Girmapur B.O,608,1
501401,Gowdavalli B.O,608,1
500101,Lalgadi Malakpet B.O,608,1
501503,Kanmeta B.O,617,1
501503,Kowkunta B.O,617,1
501503,Malkapur B.O,617,1
501121,Nagawaram B.O,621,1
501121,Rasnam B.O,621,1
501202,Morangpalli B.O,621,1
501202,Patloor B.O,621,1
501202,Sirpura B.O,621,1
501202,Tekulapalli B.O,621,1
501202,Thummalapalli B.O,621,1
501202,Velchal B.O,621,1
